"game_number","game_date","season","teamId","team_abbr","team_name","gameId","playerId","sA_ev","gA_ev","xGA_ev","xGF_ev","team_xg_pct_ev","ev_gsax","cumulative_ev_gsax","ev_sv_pct","cumulative_ev_sv_pct","cumulative_gA_ev"
192,"2024-04-01","2023",28,"SJS","San Jose Sharks",2023021188,8478406,27,3,2.61884728074074,1.77351874113083,40.3772985288494,-0.381152719259262,-24.5288830188913,0.888888888888889,0.912014940859099,424
193,"2024-04-04","2023",28,"SJS","San Jose Sharks",2023021210,8478406,22,2,2.15509814023972,0.953579246997833,30.674757403669,0.155098140239716,-24.3737848786516,0.909090909090909,0.912001652551126,426
194,"2024-04-07","2023",28,"SJS","San Jose Sharks",2023021231,8478406,20,3,1.643336502815,1.77856105621676,51.9758708592086,-1.356663497185,-25.7304483758366,0.85,0.911746554206953,429
195,"2024-04-09","2023",28,"SJS","San Jose Sharks",2023021251,8478406,31,1,2.88157371752333,1.43568235287805,33.2545100282776,1.88157371752333,-23.8488746583133,0.967741935483871,0.91210139002453,430
196,"2024-04-13","2023",28,"SJS","San Jose Sharks",2023021282,8478406,36,5,3.19017223156142,1.24835395812988,28.125416067821,-1.80982776843858,-25.6587024267518,0.861111111111111,0.911728896103896,435
197,"2024-10-10","2024",28,"SJS","San Jose Sharks",2024020019,8478406,36,5,3.13016940172565,1.82894945144653,36.880532723603,-1.86983059827435,-27.5285330250262,0.861111111111111,0.911361804995971,440
198,"2024-10-15","2024",28,"SJS","San Jose Sharks",2024020054,8478406,32,2,3.22342486345727,2.90548336377559,47.4062142236935,1.22342486345727,-26.3051081615689,0.9375,0.911529223378703,442
199,"2024-10-18","2024",28,"SJS","San Jose Sharks",2024020073,8478406,13,3,1.48853462934494,0.850908517837524,36.3722674287822,-1.51146537065506,-27.816573532224,0.769230769230769,0.911159912158115,445
200,"2024-10-22","2024",28,"SJS","San Jose Sharks",2024020105,8478406,31,0,2.42394567002722,2.15397599811111,47.0513948087507,2.42394567002722,-25.3926278621968,1,0.911706349206349,445
201,"2024-10-24","2024",28,"SJS","San Jose Sharks",2024020117,8478406,25,3,2.19212023276239,1.17229634523392,34.843971251981,-0.807879767237607,-26.2005076294344,0.88,0.911549851924975,448
202,"2024-10-28","2024",28,"SJS","San Jose Sharks",2024020145,8478406,21,4,2.06109805904767,2.75873992412622,57.2371920748584,-1.93890194095233,-28.1394095703867,0.80952380952381,0.911128588281557,452
203,"2024-10-31","2024",28,"SJS","San Jose Sharks",2024020167,8478406,27,2,2.86116045713425,2.26719778776169,44.2090368787739,0.861160457134247,-27.2782491132524,0.925925925925926,0.911206727948367,454
204,"2024-11-02","2024",28,"SJS","San Jose Sharks",2024020184,8478406,25,3,2.57118570804596,1.70120441913605,39.8185645152713,-0.42881429195404,-27.7070634052065,0.88,0.911054885169327,457
205,"2024-11-10","2024",28,"SJS","San Jose Sharks",2024020236,8478406,34,0,2.34334897994995,1.56120491027832,39.9842070098064,2.34334897994995,-25.3637144252565,1,0.911639597834493,457
206,"2024-11-14","2024",28,"SJS","San Jose Sharks",2024020261,8478406,32,3,2.73418317385779,1.40215823047435,33.8985130435757,-0.265816826142208,-25.6295312513987,0.90625,0.911606456571868,460
207,"2024-11-16","2024",28,"SJS","San Jose Sharks",2024020279,8478406,22,1,2.33485611861178,1.57000804249277,40.2064701284941,1.33485611861178,-24.294675132787,0.954545454545455,0.911787217757367,461
208,"2024-11-18","2024",28,"SJS","San Jose Sharks",2024020293,8478406,15,2,1.73422592510994,2.59852127483146,59.9739877476952,-0.265774074890061,-24.560449207677,0.866666666666667,0.911658080518985,463
209,"2024-11-20","2024",28,"SJS","San Jose Sharks",2024020303,8478406,19,3,1.51135903596878,1.29943192005157,46.2301160201315,-1.48864096403122,-26.0490901717082,0.842105263157895,0.911406844106464,466
210,"2024-11-23","2024",28,"SJS","San Jose Sharks",2024020331,8478406,24,2,1.26146399974823,2.23261827230453,63.8971294454631,-0.73853600025177,-26.78762617196,0.916666666666667,0.911430734292203,468
211,"2024-11-27","2024",28,"SJS","San Jose Sharks",2024020361,8478406,10,3,1.09487718343735,3.47795176506042,76.0568961627785,-1.90512281656265,-28.6927489885227,0.7,0.911031356252361,471
212,"2024-11-30","2024",28,"SJS","San Jose Sharks",2024020387,8478406,37,2,2.8180867433548,3.29892732528899,53.9303537358121,0.818086743354798,-27.8746622451679,0.945945945945946,0.911273682235978,473
213,"2024-12-03","2024",28,"SJS","San Jose Sharks",2024020400,8478406,25,1,1.83248338412554,2.82699656486511,60.6719332589359,0.832483384125544,-27.0421788610423,0.96,0.911501120238984,474
214,"2024-12-05","2024",28,"SJS","San Jose Sharks",2024020413,8478406,21,3,1.39940613508224,1.48670482635498,51.5123931899913,-1.60059386491776,-28.6427727259601,0.857142857142857,0.911288822763623,477
215,"2024-12-07","2024",28,"SJS","San Jose Sharks",2024020429,8478406,35,2,2.92346113920212,1.64840215444565,36.0553684257351,0.923461139202118,-27.719311586758,0.942857142857143,0.911492978566149,479
216,"2024-12-14","2024",21,"COL","Colorado Avalanche",2024020484,8478406,35,2,2.14178675413132,3.49542158474138,62.0062515809089,0.141786754131317,-27.5775248326266,0.942857142857143,0.911694510739857,481
217,"2024-12-16","2024",21,"COL","Colorado Avalanche",2024020496,8478406,18,1,2.16703391075134,1.85477083921432,46.1178738035495,1.16703391075134,-26.4104909218753,0.944444444444444,0.911802378774016,482
218,"2024-12-19","2024",21,"COL","Colorado Avalanche",2024020520,8478406,25,2,2.41176679730415,3.41178587979594,58.5859881239175,0.411766797304153,-25.9987241245712,0.92,0.91183970856102,484
219,"2024-12-22","2024",21,"COL","Colorado Avalanche",2024020543,8478406,19,2,1.77453392744064,3.33242640500503,65.2526393015699,-0.225466072559357,-26.2241901971305,0.894736842105263,0.911780722454166,486
220,"2024-12-27","2024",21,"COL","Colorado Avalanche",2024020564,8478406,30,0,2.14096534252167,4.08261256633392,65.5991236250892,2.14096534252167,-24.0832248546088,1,0.912258530420654,486
221,"2024-12-31","2024",21,"COL","Colorado Avalanche",2024020597,8478406,21,2,2.3441059589386,3.10518427333519,56.9832793075423,0.344105958938598,-23.7391188956702,0.904761904761905,0.912230215827338,488
222,"2025-01-02","2024",21,"COL","Colorado Avalanche",2024020610,8478406,2,1,0.681418508291245,2.40745144259011,77.9395533276882,-0.318581491708755,-24.057700387379,0.5,0.912081984897519,489
223,"2025-01-04","2024",21,"COL","Colorado Avalanche",2024020626,8478406,21,1,2.12123284009802,2.4882582796854,53.9811926094417,1.12123284009802,-22.936467547281,0.952380952380952,0.912233566183056,490
224,"2025-01-06","2024",21,"COL","Colorado Avalanche",2024020639,8478406,20,1,2.81155920028687,2.41784432739235,46.2355661519466,1.81155920028687,-21.1249083469941,0.95,0.912368374085311,491
225,"2025-01-09","2024",21,"COL","Colorado Avalanche",2024020662,8478406,17,1,1.93501436710358,2.28280138969421,54.1228332701602,0.935014367103577,-20.1898939798905,0.941176470588235,0.912455516014235,492
226,"2025-01-11","2024",21,"COL","Colorado Avalanche",2024020678,8478406,27,2,2.02875554561615,1.39036375284195,40.6643825931711,0.0287555456161499,-20.1611384342744,0.925925925925926,0.912519922082522,494
227,"2025-01-14","2024",21,"COL","Colorado Avalanche",2024020703,8478406,16,1,2.09779505632916,2.87607490067462,57.8236850890075,1.09779505632916,-19.0633433779452,0.9375,0.912590499735123,495
228,"2025-01-16","2024",21,"COL","Colorado Avalanche",2024020718,8478406,20,4,2.81537169218063,2.43966496052948,46.4252701124606,-1.18462830781937,-20.2479716857646,0.8,0.912194263593173,499
229,"2025-01-20","2024",21,"COL","Colorado Avalanche",2024020741,8478406,15,3,1.36015349626541,1.99176687002182,59.4216643705056,-1.63984650373459,-21.8878181894992,0.8,0.911898911898912,502
230,"2025-01-22","2024",21,"COL","Colorado Avalanche",2024020759,8478406,21,3,2.0393976303643,2.99983197450638,59.5295751478933,-0.960602369635696,-22.8484205591349,0.857142857142857,0.911697849274349,505
231,"2025-01-26","2024",21,"COL","Colorado Avalanche",2024020789,8478406,34,4,3.74521571397781,2.28974574804306,37.9413482994523,-0.254784286022186,-23.1032048451571,0.88235294117647,0.911524422040674,509
232,"2025-01-28","2024",21,"COL","Colorado Avalanche",2024020803,8478406,27,4,2.37661749124527,2.95302778482437,55.407585906019,-1.62338250875473,-24.7265873539118,0.851851851851852,0.911245674740484,513
233,"2025-01-31","2024",21,"COL","Colorado Avalanche",2024020824,8478406,16,0,1.26072764396667,1.96696418523788,60.9402721610702,1.26072764396667,-23.4658597099451,1,0.911490683229814,513
234,"2025-02-02","2024",21,"COL","Colorado Avalanche",2024020836,8478406,23,0,1.50614154338837,2.7241119146347,64.3959503057239,1.50614154338837,-21.9597181665568,1,0.911840522426534,513
235,"2025-02-04","2024",21,"COL","Colorado Avalanche",2024020855,8478406,24,1,2.83175718784332,2.30852943658829,44.9105196900096,1.83175718784332,-20.1279609787134,0.958333333333333,0.9120314906726,514
236,"2025-02-06","2024",21,"COL","Colorado Avalanche",2024020868,8478406,21,1,1.28525632619858,3.75658943759011,74.5082180928761,0.285256326198578,-19.8427046525149,0.952380952380952,0.912175989085948,515
237,"2025-02-07","2024",21,"COL","Colorado Avalanche",2024020874,8478406,23,2,2.77890855285659,3.16295059787383,53.2316656729403,0.778908552856594,-19.0637960996583,0.91304347826087,0.91217937829115,517
238,"2025-02-23","2024",21,"COL","Colorado Avalanche",2024020910,8478406,24,3,3.03974208060177,1.81367430405425,37.3690233911961,0.039742080601775,-19.0240540190565,0.875,0.912028421586872,520
239,"2025-02-26","2024",21,"COL","Colorado Avalanche",2024020931,8478406,22,1,1.63390284776688,2.324975669384,58.7281387724228,0.633902847766876,-18.3901511712896,0.954545454545455,0.912186077869543,521
240,"2025-02-28","2024",21,"COL","Colorado Avalanche",2024020947,8478406,18,1,2.15455883741379,2.53381210565567,54.0446166999916,1.15455883741379,-17.2355923338758,0.944444444444444,0.912283649806755,522
241,"2025-03-06","2024",21,"COL","Colorado Avalanche",2024020996,8478406,22,1,1.0842747092247,4.52124261856079,80.6570090533811,0.0842747092247009,-17.1513176246511,0.954545454545455,0.912439310229366,523
242,"2025-03-08","2024",21,"COL","Colorado Avalanche",2024021007,8478406,19,3,1.11812447957728,2.72762296840058,70.925691437039,-1.88187552042272,-19.0331931450738,0.842105263157895,0.912216288384513,526
243,"2025-03-11","2024",21,"COL","Colorado Avalanche",2024021030,8478406,21,1,1.38427475875056,2.27338108157143,62.1540456734525,0.384274758750555,-18.6489183863233,0.952380952380952,0.912356560784966,527
244,"2025-03-19","2024",21,"COL","Colorado Avalanche",2024021087,8478406,18,0,2.76084176831002,2.51342481966449,47.6544895435353,2.76084176831002,-15.8880766180133,1,0.912618139612005,527
245,"2025-03-22","2024",21,"COL","Colorado Avalanche",2024021112,8478406,23,4,2.34927907966329,3.70010336024068,61.1649767062737,-1.65072092033671,-17.53879753835,0.826086956521739,0.912289395441031,531
246,"2025-03-25","2024",21,"COL","Colorado Avalanche",2024021136,8478406,19,1,2.24375468492508,3.02022131906534,57.375286604191,1.24375468492508,-16.2950428534249,0.947368421052632,0.912399143751029,532
247,"2025-03-27","2024",21,"COL","Colorado Avalanche",2024021149,8478406,20,0,1.03830760717392,1.86893212795258,64.285449368738,1.03830760717392,-15.256735246251,1,0.912686689643854,532
248,"2025-03-29","2024",21,"COL","Colorado Avalanche",2024021161,8478406,22,1,2.42016291618347,2.25335997343063,48.215447461234,1.42016291618347,-13.8365723300675,0.954545454545455,0.912837285363859,533
249,"2025-04-03","2024",21,"COL","Colorado Avalanche",2024021199,8478406,24,3,1.99898582696915,2.92524933815002,59.4051510551534,-1.00101417303085,-14.8375865030984,0.875,0.912689363088451,536
250,"2025-04-05","2024",21,"COL","Colorado Avalanche",2024021218,8478406,17,2,1.4892749786377,1.83833563327789,55.244914374751,-0.510725021362305,-15.3483115244607,0.88235294117647,0.912605588044185,538
251,"2025-04-10","2024",21,"COL","Colorado Avalanche",2024021256,8478406,26,3,2.62739193439484,2.12476360797882,44.7115753900076,-0.372608065605164,-15.7209195900658,0.884615384615385,0.912487868003882,541
252,"2025-04-12","2024",21,"COL","Colorado Avalanche",2024021267,8478406,29,4,2.67617517709732,1.89436340332031,41.4472686312433,-1.32382482290268,-17.0447444129685,0.862068965517241,0.912252455321204,545
253,"2025-04-19","2024",21,"COL","Colorado Avalanche",2024030161,8478406,13,0,1.23443806171417,2.88488700486607,70.0330019660485,1.23443806171417,-15.8103063512543,1,0.912435732647815,545
254,"2025-04-21","2024",21,"COL","Colorado Avalanche",2024030162,8478406,33,3,3.39420711994171,1.79892808198929,34.6405015860242,0.394207119941711,-15.4160992313126,0.909090909090909,0.912418091737254,548
255,"2025-04-23","2024",21,"COL","Colorado Avalanche",2024030163,8478406,21,1,1.44192290306091,2.0416020908514,58.6073616356774,0.441922903060913,-14.9741763282517,0.952380952380952,0.912551768079006,549
256,"2025-04-26","2024",21,"COL","Colorado Avalanche",2024030164,8478406,17,0,0.870868980884552,4.28222468861113,83.1000746980448,0.870868980884552,-14.1033073473671,1,0.912787926926132,549
257,"2025-04-28","2024",21,"COL","Colorado Avalanche",2024030165,8478406,11,4,2.05021297931671,2.28916692733765,52.7533190589571,-1.94978702068329,-16.0530943680504,0.636363636363636,0.912305740564542,553
258,"2025-05-01","2024",21,"COL","Colorado Avalanche",2024030166,8478406,25,3,1.48138308525085,4.42962784088067,74.9385832006853,-1.51861691474915,-17.5717112827996,0.88,0.91217817090507,556
259,"2025-05-03","2024",21,"COL","Colorado Avalanche",2024030167,8478406,15,1,1.58646488189697,1.7778970916841,52.8450002004892,0.586464881896973,-16.9852464009026,0.933333333333333,0.91222817522849,557
260,"2025-11-01","2025",21,"COL","Colorado Avalanche",2025020184,8478406,19,3,1.46288395308537,2.87559583602329,66.2811854798125,-1.53711604691463,-18.5223624478172,0.842105263157895,0.912018853102907,560
261,"2025-11-09","2025",21,"COL","Colorado Avalanche",2025020250,8478406,23,2,2.39579051733017,2.49075849198645,50.9717284578054,0.39579051733017,-18.1265719304871,0.91304347826087,0.91202254226675,562
262,"2025-11-13","2025",21,"COL","Colorado Avalanche",2025020275,8478406,15,2,1.94070807099342,4.18590335302643,68.3233040798911,-0.0592919290065763,-18.1858638594936,0.866666666666667,0.911916289239419,564
263,"2025-11-22","2025",21,"COL","Colorado Avalanche",2025020343,8478406,34,0,2.3872184753418,4.81744360726835,66.8656427189859,2.3872184753418,-15.7986453841519,1,0.912381544197608,564
264,"2025-11-26","2025",21,"COL","Colorado Avalanche",2025020371,8478406,18,0,1.37495684623718,2.903449177742,67.8628713934358,1.37495684623718,-14.4236885379147,1,0.912625871417506,564
265,"2025-11-29","2025",21,"COL","Colorado Avalanche",2025020392,8478406,17,1,1.53084051609039,2.77663978025129,64.4608817505091,0.530840516090393,-13.8928480218243,0.941176470588235,0.91270086526576,565
266,"2025-12-02","2025",21,"COL","Colorado Avalanche",2025020417,8478406,10,0,1.18069064617157,3.96267777847352,77.0444084753069,1.18069064617157,-12.7121573756527,1,0.912835544585005,565
267,"2025-12-04","2025",21,"COL","Colorado Avalanche",2025020430,8478406,30,4,2.62882363796234,2.67848314567835,50.4678409383558,-1.37117636203766,-14.0833337376904,0.866666666666667,0.91262285012285,569
268,"2025-12-06","2025",21,"COL","Colorado Avalanche",2025020441,8478406,24,2,1.56153625249863,4.07163358174874,72.2796170105662,-0.438463747501373,-14.5217974851917,0.916666666666667,0.912637698898409,571
269,"2025-12-07","2025",21,"COL","Colorado Avalanche",2025020453,8478406,25,2,2.67053335905075,1.72356224060059,39.2245048272811,0.670533359050751,-13.851264126141,0.92,0.912665752171925,573
270,"2025-12-11","2025",21,"COL","Colorado Avalanche",2025020490,8478406,21,2,1.46122306585312,4.03996217250824,73.438031941488,-0.538776934146881,-14.3900410602879,0.904761904761905,0.912640534791857,575
271,"2025-12-16","2025",21,"COL","Colorado Avalanche",2025020528,8478406,31,2,4.92136478424072,3.4129624835618,40.9506655293809,2.92136478424072,-11.4686762760471,0.935483870967742,0.912747618327537,577
272,"2025-12-21","2025",21,"COL","Colorado Avalanche",2025020563,8478406,23,1,2.21091133356094,3.51745578473795,61.4041612923458,1.21091133356094,-10.2577649424862,0.956521739130435,0.91289933694997,578
273,"2025-12-29","2025",21,"COL","Colorado Avalanche",2025020611,8478406,18,0,1.4006068110466,2.44717578699998,63.5996375741796,1.4006068110466,-8.8571581314396,1,0.913134956417193,578
274,"2025-12-31","2025",21,"COL","Colorado Avalanche",2025020629,8478406,9,1,1.02223670482635,3.19582351744645,75.7652415812227,0.022236704826355,-8.83492142661325,0.888888888888889,0.913102206213417,579
275,"2026-01-16","2025",21,"COL","Colorado Avalanche",2025020752,8478406,25,4,1.62253415584564,2.60238748788834,61.5961124805228,-2.37746584415436,-11.2123872707676,0.84,0.912828947368421,583
276,"2026-01-23","2025",21,"COL","Colorado Avalanche",2025020805,8478406,13,4,2.6013200879097,2.1435518860817,45.1761796278464,-1.3986799120903,-12.6110671828579,0.692307692307692,0.912401134159081,587
277,"2026-01-25","2025",21,"COL","Colorado Avalanche",2025020819,8478406,28,0,2.12212556600571,3.80687595957041,64.2077075397699,2.12212556600571,-10.4889416168522,1,0.912765641254273,587
278,"2026-01-28","2025",21,"COL","Colorado Avalanche",2025020841,8478406,15,3,2.00451135635376,2.1342790722847,51.56770097651,-0.99548864364624,-11.4844302604984,0.8,0.912514827995255,590
279,"2026-01-31","2025",21,"COL","Colorado Avalanche",2025020860,8478406,24,0,1.89203164865542,2.50785559415817,56.9981787204728,1.89203164865542,-9.59239861184302,1,0.912825059101655,590
280,"2026-02-02","2025",21,"COL","Colorado Avalanche",2025020883,8478406,20,1,1.76599013805389,1.8711667060852,51.4458624213689,0.765990138053894,-8.82640847378913,0.95,0.912934590453742,591
281,"2026-02-04","2025",21,"COL","Colorado Avalanche",2025020897,8478406,24,2,2.10201220757884,5.17119390427303,71.0992349831313,0.102012207578837,-8.72439626621029,0.916666666666667,0.912947739283617,593
282,"2026-02-26","2025",21,"COL","Colorado Avalanche",2025020927,8478406,20,1,1.40489393472672,2.59255301952362,64.8552200740789,0.404893934726715,-8.31950233148358,0.95,0.913056206088993,594
283,"2026-02-28","2025",21,"COL","Colorado Avalanche",2025020938,8478406,14,0,1.21867507696152,3.46061239483571,73.9559690592498,1.21867507696152,-7.10082725452206,1,0.913234005258545,594
284,"2026-03-02","2025",21,"COL","Colorado Avalanche",2025020958,8478406,20,1,1.24005189633599,3.73589979212294,75.0791009645024,0.240051896335988,-6.86077535818607,0.95,0.913341101077775,595
285,"2026-03-06","2025",21,"COL","Colorado Avalanche",2025020984,8478406,9,3,1.22834467887878,2.31793336968956,65.362426125197,-1.77165532112122,-8.63243067930729,0.666666666666667,0.913018181818182,598
286,"2026-03-10","2025",21,"COL","Colorado Avalanche",2025021023,8478406,15,2,1.8083778526155,1.93966074785443,51.7513546314927,-0.1916221473845,-8.82405282669179,0.866666666666667,0.912917271407837,600
287,"2026-03-14","2025",21,"COL","Colorado Avalanche",2025021045,8478406,16,2,1.48338776826859,2.74150919914246,64.8893741146643,-0.516612231731415,-9.3406650584232,0.875,0.912829423689545,602
